status,sample_index,image_id,target_id,target_name,annotated_category_ids,category_ids,category_count,cci_region,wf_region,mean_region,max_0_1_region,feasible_set_size,feasible_mask,selection_target_at_cci,full_non_target_foil_count,annotation_absent_foil_count,full_outranking_foil_count,exact_matched_random_failure_probability,full_failure,annotation_absent_failure,annotation_absent_margin_norm,annotation_absent_worst_response_norm,cci_bbox_precision,cci_target_drop_raw,cci_target_drop_norm,cci_margin_norm,cci_pmean_norm,wf_bbox_precision,wf_target_drop_raw,wf_target_drop_norm,wf_margin_norm,wf_pmean_norm,mean_bbox_precision,mean_target_drop_raw,mean_target_drop_norm,mean_margin_norm,mean_pmean_norm,max_0_1_bbox_precision,max_0_1_target_drop_raw,max_0_1_target_drop_norm,max_0_1_margin_norm,max_0_1_pmean_norm,A,Aplus,B,C0,C1,C2,repair,joint_J,candidate_selection_target,candidate_selection_mean_foil,candidate_selection_max_foil,candidate_eval_margin_norm,candidate_eval_pmean_norm,candidate_eval_target_drop_raw,candidate_eval_target_drop_norm,candidate_bbox_precision
local_rerun_traceable,0,6915,dog,dog,"[""bicycle"", ""dog"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,2,2,2,2,1,"[0,0,1,0,0,0,0,0]",0.9073264002799988,19,17,10,1.0,1,1,-0.8755005598068237,2.1237189769744873,0.4399999976158142,1.2259491682052612,1.2482184171676636,-0.8755005598068237,-0.01698044569868795,0.4399999976158142,1.2259491682052612,1.2482184171676636,-0.8755005598068237,-0.01698044569868795,0.4399999976158142,1.2259491682052612,1.2482184171676636,-0.8755005598068237,-0.01698044569868795,0.4399999976158142,1.2259491682052612,1.2482184171676636,-0.8755005598068237,-0.01698044569868795,0,0,0,0,0,0,0,0,"[0.21586617827415466,0.3920520842075348,0.9073264002799988,0.23617638647556305,-0.7257524728775024,0.13882485032081604,-0.984520435333252,-0.7569791674613953]","[-0.1544715315103531,0.4626336991786957,1.4376157522201538,-0.0434902161359787,-0.4670288562774658,-0.1919887661933899,-1.3651851415634155,-0.3952900767326355]","[0.4708172678947449,0.8694246411323547,2.142951250076294,0.24541769921779633,0.3021679222583771,0.10330936312675476,-0.06290054321289062,0.4367837905883789]","[-0.3251114785671234,-0.3830406665802002,-0.8755005598068237,-0.07766812900081277,-1.1945006847381592,-0.0901833102107048,-0.7821462452411652,-0.9886925220489502]","[0.23917124381190852,-0.01099334735619395,-0.01698044569868795,0.2392611462426813,-0.35781161586361887,0.2626966412522291,0.24218387666501506,-0.2965202739364223]","[-0.15990710258483887,0.49923649430274963,1.2259491682052612,-0.003452973673120141,-0.4941510856151581,-0.03838789835572243,-0.8595402836799622,-0.5992475152015686]","[-0.16281180083751678,0.5083050727844238,1.2482184171676636,-0.003515696618705988,-0.5031273365020752,-0.03908521309494972,-0.8751537799835205,-0.6101328134536743]","[1.0,0.3461538553237915,0.4399999976158142,0.3636363744735718,1.0,0.4000000059604645,1.0,0.7142857313156128]"
local_rerun_traceable,1,364,motorbike,motorbike,"[""motorbike"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",0.49280112981796265,19,18,1,0.9473684210526316,1,1,-0.027203261852264404,0.4667530357837677,0.6666666865348816,0.4321124851703644,0.4395497739315033,-0.027203261852264404,0.32855499083617407,0.6666666865348816,0.4321124851703644,0.4395497739315033,-0.027203261852264404,0.32855499083617407,0.6666666865348816,0.4321124851703644,0.4395497739315033,-0.027203261852264404,0.32855499083617407,0.6666666865348816,0.4321124851703644,0.4395497739315033,-0.027203261852264404,0.32855499083617407,1,1,1,0,1,0,0,0,"[0.49280112981796265,-0.38955220580101013,-0.13880421221256256,0.16013555228710175,-1.1571030616760254,0.40957650542259216,-0.7015470862388611,0.38087087869644165]","[0.1411552131175995,-0.9863994121551514,-0.010429661720991135,-0.4815101623535156,-0.766252338886261,-0.29556363821029663,-0.4327794015407562,0.2096419781446457]","[0.4673760235309601,0.1283865123987198,0.2756944000720978,0.10314366966485977,-0.013968569226562977,0.11549133062362671,0.08171951770782471,1.3296583890914917]","[-0.027203261852264404,-0.32573315501213074,-0.4242836683988571,0.0868239551782608,-0.9001613855361938,0.17051228880882263,-0.8651813031174242,-1.0979555547237396]","[0.32855499083617407,0.7289167042625578,-0.08942221793787261,0.6119024182155139,-0.33881478874306925,0.5990814341134146,-0.29909098337061313,0.18278750091006882]","[0.4321124851703644,-0.11625638604164124,-0.3241505026817322,0.23014293611049652,-1.4080723524093628,0.38309144973754883,-0.8543917536735535,0.21000196039676666]","[0.4395497739315033,-0.11825732886791229,-0.3297296166419983,0.23410403728485107,-1.4323073625564575,0.3896850347518921,-0.869097113609314,0.21361640095710754]","[0.6666666865348816,1.0,0.4000000059604645,1.0,0.7234042286872864,1.0,0.48148149251937866,1.0]"
local_rerun_traceable,2,8846,cat,cat,"[""cat"", ""pottedplant""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",2.25486159324646,19,18,0,0.0,0,0,2.4371213912963867,-0.5146596431732178,0.9473684430122375,1.8867722749710083,1.922461748123169,2.4371213912963867,4.290429203133835,0.9473684430122375,1.8867722749710083,1.922461748123169,2.4371213912963867,4.290429203133835,0.9473684430122375,1.8867722749710083,1.922461748123169,2.4371213912963867,4.290429203133835,0.9473684430122375,1.8867722749710083,1.922461748123169,2.4371213912963867,4.290429203133835,1,1,0,0,0,0,0,0,"[2.25486159324646,-0.5939612984657288,-0.1878741979598999,-0.16716592013835907,-0.05424153432250023,-0.1017245277762413,-0.1420707255601883,0.23372982442378998]","[-2.7071070671081543,-0.33892595767974854,-0.14937745034694672,0.0118003711104393,-0.04757129028439522,-0.22924387454986572,-0.10393976420164108,-0.0654885396361351]","[-0.889618456363678,-0.03630124405026436,0.06461429595947266,0.32701417803764343,0.867210328578949,0.9527072310447693,0.05690843611955643,0.4468512535095215]","[2.4371213912963867,-0.3783513456583023,-0.10315585695207119,-0.3342524468898773,-0.8194796293973923,-0.9357986897230148,-0.10034669190645218,-0.30308281630277634]","[4.290429203133835,-0.15039636116278798,0.12040464109496067,-0.07842725531908831,-0.03245935255759641,0.07936668636179284,0.027546704869325228,0.2852340196504405]","[1.8867722749710083,-0.4932524561882019,0.017794858664274216,-0.061033014208078384,-0.20053744316101074,-0.187607541680336,-0.08356641232967377,0.02887093462049961]","[1.922461748123169,-0.5025826096534729,0.01813145913183689,-0.06218749284744263,-0.20433072745800018,-0.19115625321865082,-0.08514712005853653,0.029417045414447784]","[0.9473684430122375,0.0,0.5,0.0,0.0,0.0,0.0,0.23076923191547394]"
local_rerun_traceable,3,4964,sofa,sofa,"[""chair"", ""person"", ""sofa""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,1,1,1,1,1,"[0,1,0,0,0,0,0,0]",3.4630870819091797,19,17,0,0.0,0,0,2.8382235765457153,0.4350165128707886,0.8611111044883728,3.214533567428589,3.273240089416504,2.3650161623954773,3.6142358889705255,0.8611111044883728,3.214533567428589,3.273240089416504,2.3650161623954773,3.6142358889705255,0.8611111044883728,3.214533567428589,3.273240089416504,2.3650161623954773,3.6142358889705255,0.8611111044883728,3.214533567428589,3.273240089416504,2.3650161623954773,3.6142358889705255,1,1,0,0,0,0,0,0,"[-0.4751538336277008,3.4630870819091797,-1.6193156242370605,0.9033159017562866,0.05926758050918579,0.17172086238861084,0.04501347616314888,0.3167698085308075]","[0.6193603873252869,-0.3816932737827301,-0.5835577845573425,1.1096415519714355,0.325926810503006,-0.05133320018649101,-0.2065383940935135,-0.002037396654486656]","[1.2478818893432617,0.6656484007835388,0.5756513476371765,1.6476727724075317,0.8794047832489014,0.09362302720546722,0.06536735594272614,0.9520429968833923]","[-1.1380442380905151,2.3650161623954773,-2.1497236490249634,-0.45347487926483154,-0.69937072112225,-0.0003717169165611267,-0.11400891095399857,-0.5268174409866333]","[-0.713237652653142,3.6142358889705255,-0.9555153203637976,-0.1287153959274292,-0.30557897359769987,0.1572380875188269,0.1489865488715862,0.34746102907841925]","[-0.09335529804229736,3.214533567428589,-1.3959599733352661,1.007933259010315,0.002132063265889883,0.10293033719062805,0.05703030899167061,0.3002191185951233]","[-0.09506022930145264,3.273240089416504,-1.4214541912078857,1.0263409614562988,0.002171000698581338,0.10481013357639313,0.05807184427976608,0.30570197105407715]","[0.1463414579629898,0.8611111044883728,0.05000000074505806,0.04651162773370743,0.0,0.0,0.0,0.0]"
local_rerun_traceable,4,2631,person,person,"[""bicycle"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,4,4,4,4,1,"[0,0,0,0,1,0,0,0]",0.7487079501152039,19,18,4,1.0,1,1,-0.22271728515625,0.9010624885559082,1.0,0.6657325029373169,0.6783452033996582,-0.45701515674591064,0.5150205563557775,1.0,0.6657325029373169,0.6783452033996582,-0.45701515674591064,0.5150205563557775,1.0,0.6657325029373169,0.6783452033996582,-0.45701515674591064,0.5150205563557775,1.0,0.6657325029373169,0.6783452033996582,-0.45701515674591064,0.5150205563557775,1,1,1,1,0,0,0,0,"[0.16734054684638977,-0.5599269866943359,0.052375104278326035,0.2621215581893921,0.7487079501152039,0.2049301713705063,-0.11418313533067703,0.10104396939277649]","[0.1574094295501709,-0.3170596957206726,0.04540631175041199,0.014242978766560555,0.4364112913608551,0.10540729016065598,0.1323910802602768,-0.24748051166534424]","[0.6059672236442566,1.65256667137146,0.28542205691337585,0.4855479896068573,1.3978378772735596,0.2064894586801529,1.0360755920410156,0.8413882851600647]","[-0.3814231604337692,-2.147560775279999,-0.16982705146074295,-0.23197881877422333,-0.45701515674591064,-0.07338283956050873,-0.5416696667671204,-0.9336669147014618]","[0.02092241015481322,-0.21375192839064094,0.09656375117207829,0.1486723161498575,0.5150205563557775,0.04841243269804277,0.21157429482493745,0.07409858115409551]","[0.13897323608398438,-0.501093327999115,0.0980152115225792,0.1681262105703354,0.6657325029373169,0.18839877843856812,0.26143449544906616,-0.2161245048046112]","[0.1416061669588089,-0.5105867981910706,0.0998721644282341,0.17131145298480988,0.6783452033996582,0.19196809828281403,0.2663875222206116,-0.22021910548210144]","[0.8695651888847351,0.625,0.5384615659713745,0.4285714328289032,1.0,0.4444444477558136,1.0,0.9777777791023254]"
local_rerun_traceable,5,4225,boat,boat,"[""boat"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,5,5,5,5,1,"[0,0,0,0,0,1,0,0]",0.6177324652671814,19,18,0,0.0,0,0,0.33813388645648956,0.1419733613729477,1.0,0.4710676372051239,0.48010724782943726,0.33813388645648956,1.5240338436867062,1.0,0.4710676372051239,0.48010724782943726,0.33813388645648956,1.5240338436867062,1.0,0.4710676372051239,0.48010724782943726,0.33813388645648956,1.5240338436867062,1.0,0.4710676372051239,0.48010724782943726,0.33813388645648956,1.5240338436867062,1,1,0,0,0,0,0,0,"[-0.2159208208322525,0.5613319277763367,-0.5334160923957825,0.19321776926517487,0.2971954047679901,0.6177324652671814,-0.35371750593185425,-0.07175212353467941]","[-0.42864513397216797,-0.20095592737197876,-0.7215398550033569,0.12186716496944427,0.09120143204927444,-1.0952523946762085,-0.19282378256320953,0.04745228588581085]","[0.7316731214523315,0.1706324815750122,-0.20709499716758728,0.20702730119228363,0.6911987662315369,0.48659470677375793,0.13287784159183502,1.2537024021148682]","[-1.2154493033885956,0.2733359783887863,-0.3472704589366913,-0.0046593546867370605,-0.31502658128738403,0.33813388645648956,-0.47771884500980377,-1.2951229065656662]","[-0.021100138265051332,0.6639048911042904,0.0920995567974291,0.06639073553838228,0.19282709351299626,1.5240338436867062,-0.12721020186712084,-0.08438343986084587]","[-0.2402803599834442,0.40395388007164,-0.7612446546554565,0.18727557361125946,0.22284755110740662,0.4710676372051239,-0.22740422189235687,-0.1720912605524063]","[-0.24489125609397888,0.4117056131362915,-0.7758526802062988,0.19086933135986328,0.2271239161491394,0.48010724782943726,-0.23176802694797516,-0.17539362609386444]","[1.0,0.1515151560306549,0.8500000238418579,0.25,0.0,1.0,0.75,1.0]"
local_rerun_traceable,6,3701,car,car,"[""car"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,7,7,7,7,1,"[0,0,0,0,0,0,0,1]",0.8790519833564758,19,18,0,0.0,0,0,0.10056537389755249,0.5896338224411011,0.8888888955116272,0.6788260340690613,0.6901991963386536,0.10056537389755249,0.503331304772904,0.8888888955116272,0.6788260340690613,0.6901991963386536,0.10056537389755249,0.503331304772904,0.8888888955116272,0.6788260340690613,0.6901991963386536,0.10056537389755249,0.503331304772904,0.8888888955116272,0.6788260340690613,0.6901991963386536,0.10056537389755249,0.503331304772904,1,1,0,0,0,0,0,0,"[-0.2685839831829071,-0.14824841916561127,-0.18568438291549683,0.4107206463813782,-1.004552960395813,0.21652020514011383,0.1980416625738144,0.8790519833564758]","[-0.19624128937721252,-0.0777168795466423,-0.11680038273334503,0.5524886250495911,-0.8208796977996826,0.3254094421863556,0.1667499989271164,0.2828800082206726]","[0.03761133551597595,0.048079706728458405,-0.042189616709947586,2.6418097019195557,0.48540884256362915,0.5989983677864075,0.3437647521495819,0.7758792638778687]","[-0.2806128500960767,-0.17049499601125717,-0.14612068980932236,-1.953124225139618,-0.7489874698221684,-0.3905070945620537,-0.10825622081756592,0.10056537389755249]","[-0.09608608373979988,-0.07044815193665654,-0.07340580499485919,-0.006092835242222816,0.08011217356512423,-0.16566623119931473,0.06742064706294944,0.503331304772904]","[-0.2818300724029541,-0.18944485485553741,-0.21622776985168457,0.38108623027801514,-0.7709518074989319,0.10949640721082687,0.1323949247598648,0.6788260340690613]","[-0.28655192255973816,-0.19261884689331055,-0.21985049545764923,0.3874710202217102,-0.7838684916496277,0.11133093386888504,0.13461309671401978,0.6901991963386536]","[0.0,0.0,0.0,0.02857142873108387,0.0,0.0,0.0,0.8888888955116272]"
local_rerun_traceable,7,6811,horse,horse,"[""horse"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,2,2,2,2,1,"[0,0,1,0,0,0,0,0]",1.1487194299697876,19,18,0,0.0,0,0,0.05866140127182007,0.750954270362854,0.9615384340286255,0.7972333431243896,0.8096156716346741,0.05866140127182007,0.5674279947201476,0.9615384340286255,0.7972333431243896,0.8096156716346741,0.05866140127182007,0.5674279947201476,0.9615384340286255,0.7972333431243896,0.8096156716346741,0.05866140127182007,0.5674279947201476,0.9615384340286255,0.7972333431243896,0.8096156716346741,0.05866140127182007,0.5674279947201476,1,1,0,0,0,0,0,0,"[0.23280541598796844,0.09183155745267868,1.1487194299697876,-0.07585165649652481,0.0669926330447197,-0.18090081214904785,0.14362438023090363,-1.687593936920166]","[0.07218252122402191,-0.02766341343522072,0.24582965672016144,-0.030982013791799545,-0.08166351914405823,-0.1693665087223053,0.1240563914179802,-1.7876598834991455]","[0.25501105189323425,0.19527345895767212,0.8788122534751892,0.41749390959739685,0.35920998454093933,-0.08025772869586945,0.4763384163379669,-0.9497275352478027]","[0.018635347485542297,-0.1032768040895462,0.05866140127182007,-0.38646117597818375,-0.21776074543595314,-0.0571867898106575,-0.2141008824110031,-0.8824546933174133]","[0.16042260200667538,0.1051245319019807,0.5674279947201476,0.044955444032032235,0.10820495494102177,0.015238922285406215,0.02942901759065296,0.1340104592473883]","[0.19264328479766846,0.1136418879032135,0.7972333431243896,-0.0573369525372982,0.05362178757786751,-0.08412541449069977,0.12250713258981705,-1.45639967918396]","[0.1956353485584259,0.11540693044662476,0.8096156716346741,-0.05822748690843582,0.05445462092757225,-0.0854320153594017,0.12440986931324005,-1.4790198802947998]","[0.0,0.1111111119389534,0.9615384340286255,0.042553190141916275,0.08571428805589676,0.0,0.1428571492433548,0.7692307829856873]"
local_rerun_traceable,8,3217,car,car,"[""car"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,5,5,5,5,1,"[0,0,0,0,0,1,0,0]",0.44696044921875,19,18,0,0.0,0,0,0.28012725710868835,0.2669123709201813,1.0,0.538025438785553,0.5470396280288696,0.28012725710868835,0.6883311166771149,1.0,0.538025438785553,0.5470396280288696,0.28012725710868835,0.6883311166771149,1.0,0.538025438785553,0.5470396280288696,0.28012725710868835,0.6883311166771149,1.0,0.538025438785553,0.5470396280288696,0.28012725710868835,0.6883311166771149,1,1,0,0,0,0,0,0,"[0.23454105854034424,0.020137686282396317,0.34836897253990173,-0.03946956992149353,0.017229733988642693,0.44696044921875,-0.20132164657115936,-0.7838935256004333]","[0.1591901183128357,-0.027962731197476387,0.00027386765577830374,-0.1894766390323639,0.012576129287481308,-0.26475775241851807,0.03380842134356499,-0.38125744462013245]","[0.34159496426582336,0.3244107663631439,2.072028160095215,0.21820856630802155,0.07805655151605606,0.3965258002281189,0.6493493914604187,1.5097404718399048]","[-0.02884778380393982,-0.3114943914115429,-1.438192242756486,-0.1899408008903265,-0.054720161482691765,0.28012725710868835,-0.6568602994084358,-2.070850282907486]","[0.12749064870570836,0.05176898895909912,0.7219244830898548,0.1742691112656183,0.0047325859777629375,0.6883311166771149,-0.12883486042387393,-0.11140242571893494]","[0.28075966238975525,-0.026029737666249275,0.020281974226236343,-0.007940301671624184,0.026480145752429962,0.538025438785553,-0.04578544944524765,-0.42479804158210754]","[0.2854635715484619,-0.026465844362974167,0.020621782168745995,-0.008073335513472557,0.026923799887299538,0.5470396280288696,-0.046552546322345734,-0.43191519379615784]","[0.0,0.3235294222831726,1.0,0.2857142984867096,0.10000000149011612,1.0,0.550000011920929,0.3076923191547394]"
local_rerun_traceable,9,2239,person,person,"[""bicycle"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,5,5,5,5,1,"[0,0,0,0,0,1,0,0]",0.149870827794075,19,18,1,0.9473684210526316,1,1,-0.40296144783496857,0.6333522200584412,0.1785714328289032,0.22610704600811005,0.2303907722234726,-0.40296144783496857,0.2612718869686911,0.1785714328289032,0.22610704600811005,0.2303907722234726,-0.40296144783496857,0.2612718869686911,0.1785714328289032,0.22610704600811005,0.2303907722234726,-0.40296144783496857,0.2612718869686911,0.1785714328289032,0.22610704600811005,0.2303907722234726,-0.40296144783496857,0.2612718869686911,0,0,0,0,0,0,0,0,"[-0.09675206989049911,-0.03873906284570694,-0.7211520075798035,-1.5545252561569214,-0.23518089950084686,0.149870827794075,0.08618377894163132,-0.19530236721038818]","[0.039502114057540894,-0.10191327333450317,-0.7845040559768677,-1.6747980117797852,-0.10046931356191635,-0.008298453874886036,-0.0071830530650913715,-0.3439171016216278]","[0.545844316482544,0.011207591742277145,-0.18900685012340546,-0.32860660552978516,0.4154699146747589,0.6022344827651978,0.20647820830345154,0.9605712294578552]","[-0.417628332041204,-0.037442076951265335,-0.3598800599575043,-1.0481157898902893,-0.528762012720108,-0.40296144783496857,-0.016770966351032257,-1.2986707985401154]","[-0.030877222331534875,0.07728516624162071,0.2053200100597582,0.19550082558079773,0.001881495902412822,0.2612718869686911,0.1664755791977146,-0.15375026099775968]","[-0.01193997636437416,-0.015813102945685387,-0.6526927351951599,-1.4539316892623901,-0.25870540738105774,0.22610704600811005,0.12022948265075684,-0.28542736172676086]","[-0.012166186235845089,-0.016112690791487694,-0.6650583744049072,-1.4814772605895996,-0.2636067271232605,0.2303907722234726,0.12250729650259018,-0.2908349335193634]","[0.032258063554763794,0.0,0.07692307978868484,0.7083333134651184,0.03999999910593033,0.1785714328289032,0.0476190485060215,0.8857142925262451]"
