status,sample_index,image_id,target_id,target_name,annotated_category_ids,category_ids,category_count,cci_region,wf_region,mean_region,max_0_1_region,feasible_set_size,feasible_mask,selection_target_at_cci,full_non_target_foil_count,annotation_absent_foil_count,full_outranking_foil_count,exact_matched_random_failure_probability,full_failure,annotation_absent_failure,annotation_absent_margin_norm,annotation_absent_worst_response_norm,cci_bbox_precision,cci_target_drop_raw,cci_target_drop_norm,cci_margin_norm,cci_pmean_norm,wf_bbox_precision,wf_target_drop_raw,wf_target_drop_norm,wf_margin_norm,wf_pmean_norm,mean_bbox_precision,mean_target_drop_raw,mean_target_drop_norm,mean_margin_norm,mean_pmean_norm,max_0_1_bbox_precision,max_0_1_target_drop_raw,max_0_1_target_drop_norm,max_0_1_margin_norm,max_0_1_pmean_norm,A,Aplus,B,C0,C1,C2,repair,joint_J,candidate_selection_target,candidate_selection_mean_foil,candidate_selection_max_foil,candidate_eval_margin_norm,candidate_eval_pmean_norm,candidate_eval_target_drop_raw,candidate_eval_target_drop_norm,candidate_bbox_precision
local_rerun_traceable,0,6915,dog,dog,"[""bicycle"", ""dog"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",1.3387407064437866,19,17,6,1.0,1,1,-0.4892481565475464,1.6988011598587036,0.4444444477558136,1.1927952766418457,1.2095530033111572,-0.4892481565475464,0.13025131978486715,0.4444444477558136,1.1927952766418457,1.2095530033111572,-0.4892481565475464,0.13025131978486715,0.4444444477558136,1.1927952766418457,1.2095530033111572,-0.4892481565475464,0.13025131978486715,0.4444444477558136,1.1927952766418457,1.2095530033111572,-0.4892481565475464,0.13025131978486715,0,0,0,0,0,0,0,0,"[1.3387407064437866,-0.2888580858707428,-1.3724372386932373,0.6114141345024109,-0.1842528134584427,0.1753770411014557,-0.4052361845970154,-0.930117130279541]","[1.2011895179748535,-0.5766063332557678,-1.0892976522445679,0.5309939384460449,-0.29192423820495605,-0.042743951082229614,-0.42195451259613037,-0.8678558468818665]","[1.790852427482605,0.8835192322731018,-0.44450196623802185,0.9438512921333313,-0.09523329883813858,0.5318560600280762,0.0024161047767847776,0.031884822994470596]","[-0.4892481565475464,-0.9267773479223251,-0.8762161172926426,-0.20927751064300537,-0.17424805089831352,-0.36633968353271484,-0.4464225322008133,-0.7577000260353088]","[0.13025131978486715,0.11650334680943114,-0.21320656432132967,0.08897624478528376,0.06455253084239204,0.19502967007850347,-0.007139069273283616,-0.0193326339909905]","[1.1927952766418457,-0.22785234451293945,-0.8932824730873108,0.5456598401069641,-0.1964832991361618,0.25199711322784424,-0.2831502854824066,-0.6089808940887451]","[1.2095530033111572,-0.2310534566640854,-0.9058322906494141,0.553325891494751,-0.1992437094449997,0.2555374503135681,-0.2871282994747162,-0.6175365447998047]","[0.4444444477558136,1.0,1.0,0.8333333134651184,0.5,0.5,0.4000000059604645,1.0]"
local_rerun_traceable,1,364,motorbike,motorbike,"[""motorbike"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,6,6,6,6,1,"[0,0,0,0,0,0,1,0]",0.3528108596801758,19,18,7,1.0,1,1,-0.21394968032836914,0.4958971440792084,0.5,0.27782386541366577,0.28194746375083923,-0.21394968032836914,0.12873322058983735,0.5,0.27782386541366577,0.28194746375083923,-0.21394968032836914,0.12873322058983735,0.5,0.27782386541366577,0.28194746375083923,-0.21394968032836914,0.12873322058983735,0.5,0.27782386541366577,0.28194746375083923,-0.21394968032836914,0.12873322058983735,1,1,1,1,0,0,0,0,"[0.2488647848367691,0.18242445588111877,-0.07728736102581024,-0.18133117258548737,0.2794707119464874,0.09586109220981598,0.3528108596801758,-0.021207427605986595]","[0.1545512080192566,-0.4126584827899933,0.05828776955604553,-0.02826561965048313,0.823441743850708,-0.060156822204589844,0.21825306117534637,-0.23377510905265808]","[0.49153196811676025,0.26503050327301025,0.5004302859306335,0.6507166028022766,2.091247320175171,0.3273490369319916,0.6490895748138428,0.5686835050582886]","[-0.24128855019807816,-0.014693155884742737,-0.47307993844151497,-0.7294112592935562,-1.3405047357082367,-0.15656492114067078,-0.21394968032836914,-0.4662519544363022]","[0.08027777333106649,0.5906433290556857,-0.11854514737282634,-0.2118229617879383,-0.37920899179420975,0.11429633148700782,0.12873322058983735,0.24054090482623955]","[0.05014808475971222,0.22928917407989502,-0.03941875323653221,-0.13961917161941528,0.266497403383255,-0.08516690880060196,0.27782386541366577,0.05983351543545723]","[0.05089240521192551,0.2326923906803131,-0.04000382497906685,-0.14169146120548248,0.2704528868198395,-0.08643099665641785,0.28194746375083923,0.060721591114997864]","[0.3333333432674408,1.0,1.0,1.0,1.0,1.0,0.5,1.0]"
local_rerun_traceable,2,8846,cat,cat,"[""cat"", ""pottedplant""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",3.453219175338745,19,18,0,0.0,0,0,1.9639993607997894,0.43603506684303284,0.75,2.3636908531188965,2.4000344276428223,1.9639993607997894,3.5263614768260405,0.75,2.3636908531188965,2.4000344276428223,1.9639993607997894,3.5263614768260405,0.75,2.3636908531188965,2.4000344276428223,1.9639993607997894,3.5263614768260405,0.75,2.3636908531188965,2.4000344276428223,1.9639993607997894,3.5263614768260405,1,1,0,0,0,0,0,0,"[3.453219175338745,-0.021293016150593758,-0.08559779822826385,-0.3495166003704071,-0.47994372248649597,-0.11837449669837952,0.2734190821647644,0.08385679125785828]","[-0.9483368396759033,-0.07422156631946564,0.11510652303695679,-0.13475754857063293,-0.6372869610786438,-0.03404839336872101,0.28615468740463257,-0.007341551128774881]","[0.5671687722206116,0.5920654535293579,1.3190104961395264,0.5862793326377869,-0.1372039020061493,0.7174814939498901,0.7530087828636169,0.14400078356266022]","[1.9639993607997894,-0.6913455724716187,-1.1959319859743118,-0.8803372979164124,-0.38431116938591003,-0.7922987714409828,-0.40549027919769287,-0.013174980878829956]","[3.5263614768260405,-0.059945617459322253,-0.09964047632131137,-0.29527468077446284,0.03538678743337331,-0.03841668146809465,0.0006753746420145035,0.17928726993207084]","[2.3636908531188965,-0.318080872297287,-0.24558410048484802,-0.4951021075248718,-0.4765283763408661,-0.09150473773479462,0.2222481518983841,0.08016115427017212]","[2.4000344276428223,-0.3229716122150421,-0.24936015903949738,-0.5027146935462952,-0.48385539650917053,-0.09291169792413712,0.2256653904914856,0.08139369636774063]","[0.75,0.375,0.0,0.0,0.4285714328289032,0.0,0.0,0.0]"
local_rerun_traceable,3,4964,sofa,sofa,"[""chair"", ""person"", ""sofa""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,1,1,1,1,1,"[0,1,0,0,0,0,0,0]",4.983083724975586,19,17,0,0.0,0,0,3.8613295555114746,0.32210826873779297,0.800000011920929,4.116821765899658,4.183437824249268,2.3457884788513184,4.408930124420869,0.800000011920929,4.116821765899658,4.183437824249268,2.3457884788513184,4.408930124420869,0.800000011920929,4.116821765899658,4.183437824249268,2.3457884788513184,4.408930124420869,0.800000011920929,4.116821765899658,4.183437824249268,2.3457884788513184,4.408930124420869,1,1,0,0,0,0,0,0,"[-0.08179102838039398,4.983083724975586,-1.0549845695495605,-2.4287586212158203,0.0538308210670948,-0.34007176756858826,-0.23511286079883575,0.19551463425159454]","[0.11515732854604721,-0.1866583377122879,-0.02314588613808155,-1.2093111276626587,0.034596994519233704,-0.2340840846300125,-0.0163140706717968,0.16236500442028046]","[0.3656817674636841,2.4210026264190674,0.4396562874317169,0.7510815858840942,0.5564484000205994,0.2672560214996338,0.1874798983335495,0.33904150128364563]","[-0.4138685390353203,2.3457884788513184,-1.2895392179489136,-2.4104121923446655,-0.4661379009485245,-0.3664365541189909,-0.3138815015554428,-0.14333882927894592]","[-0.16221410688012838,4.408930124420869,-0.8949077021587934,-0.8592140502051303,0.02945829850106843,-0.0531456910661961,-0.18524801559550197,0.025116365893106715]","[-0.04270021244883537,4.116821765899658,-0.7909586429595947,-1.7450952529907227,0.07076194137334824,-0.3397062122821808,-0.1835232675075531,0.1458277851343155]","[-0.043391160666942596,4.183437824249268,-0.8037574887275696,-1.7733333110809326,0.07190696895122528,-0.34520313143730164,-0.1864929348230362,0.14818748831748962]","[0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0]"
local_rerun_traceable,4,2631,person,person,"[""bicycle"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",0.7897783517837524,19,18,15,1.0,1,1,-0.7801742553710938,1.339072823524475,0.4000000059604645,0.5495442748069763,0.5588985681533813,-0.7801742553710938,-0.040403392754102985,0.4000000059604645,0.5495442748069763,0.5588985681533813,-0.7801742553710938,-0.040403392754102985,0.4000000059604645,0.5495442748069763,0.5588985681533813,-0.7801742553710938,-0.040403392754102985,0.4000000059604645,0.5495442748069763,0.5588985681533813,-0.7801742553710938,-0.040403392754102985,0,0,0,0,0,0,0,0,"[0.7897783517837524,-0.8531325459480286,0.2056432068347931,-1.0349425077438354,0.04142690822482109,0.3381795883178711,-0.7315808534622192,0.20608961582183838]","[0.6844952702522278,-0.22166480123996735,0.19117066264152527,-0.4034682512283325,0.00410507945343852,0.13919955492019653,-0.8496007323265076,0.10835795849561691]","[1.656153917312622,0.3719406723976135,1.082771897315979,0.3301248252391815,1.7250036001205444,0.7004744410514832,0.06368771195411682,0.5553013682365417]","[-0.7801742553710938,-0.9392968714237213,-0.9188325311988592,-1.0024636089801788,-1.5802264586091042,-0.5602146089076996,-0.7908346951007843,-0.3035358339548111]","[-0.040403392754102985,-0.468992568748562,-0.2387899737805128,-0.418787697820287,0.09927243097244125,-0.12328027443666206,-0.15050595596824823,0.1186847100524526]","[0.5495442748069763,-0.512385904788971,-0.007418469991534948,-0.7327196002006531,-0.02226555347442627,0.0691596195101738,-0.6401545405387878,0.172058567404747]","[0.5588985681533813,-0.5211077332496643,-0.007544746622443199,-0.7451919317245483,-0.022644557058811188,0.07033684849739075,-0.6510512232780457,0.174987331032753]","[0.4000000059604645,1.0,1.0,1.0,0.30000001192092896,1.0,1.0,1.0]"
local_rerun_traceable,5,4225,boat,boat,"[""boat"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",1.5602400302886963,19,18,0,0.0,0,0,0.4646637439727783,1.1439329385757446,0.1111111119389534,1.5837008953094482,1.608596682548523,0.4646637439727783,1.1518839793279767,0.1111111119389534,1.5837008953094482,1.608596682548523,0.4646637439727783,1.1518839793279767,0.1111111119389534,1.5837008953094482,1.608596682548523,0.4646637439727783,1.1518839793279767,0.1111111119389534,1.5837008953094482,1.608596682548523,0.4646637439727783,1.1518839793279767,0,0,0,0,0,0,0,0,"[1.5602400302886963,1.2040878534317017,-0.21080376207828522,-0.4137834906578064,-1.3222377300262451,1.1265368461608887,-0.18650409579277039,-0.060197342187166214]","[0.33900824189186096,-0.04815317317843437,-0.08826149255037308,-0.2554408013820648,-0.8077428936958313,0.1461358517408371,0.06872620433568954,-0.20008806884288788]","[1.1839286088943481,1.1583881378173828,0.14428125321865082,0.1573016345500946,0.14294898509979248,0.5733932852745056,0.3370469808578491,0.8572840690612793]","[0.4646637439727783,0.12036395072937012,-0.33837130665779114,-0.4459436982870102,-1.0514054372906685,0.2924840748310089,-0.3140340782701969,-0.6893515959382057]","[1.1518839793279767,0.9285253883388481,-0.13069358585696472,-0.08004299806136833,-0.4063279040549931,0.6299609800089935,-0.10155975672195813,0.16372018738796837]","[1.5837008953094482,0.968628466129303,-0.20233838260173798,-0.281647652387619,-1.1128098964691162,0.5893382430076599,-0.04450907185673714,0.11469929665327072]","[1.608596682548523,0.9838553071022034,-0.20551913976669312,-0.2860751450061798,-1.1303032636642456,0.5986026525497437,-0.045208755880594254,0.11650236696004868]","[0.1111111119389534,0.4000000059604645,0.75,1.0,0.6666666865348816,0.4000000059604645,1.0,1.0]"
local_rerun_traceable,6,3701,car,car,"[""car"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,0,0,0,0,1,"[1,0,0,0,0,0,0,0]",1.3893704414367676,19,18,8,1.0,1,1,-1.6980226635932922,2.332498550415039,0.0,0.6257660984992981,0.6344758868217468,-1.6980226635932922,0.02815458021665873,0.0,0.6257660984992981,0.6344758868217468,-1.6980226635932922,0.02815458021665873,0.0,0.6257660984992981,0.6344758868217468,-1.6980226635932922,0.02815458021665873,0.0,0.6257660984992981,0.6344758868217468,-1.6980226635932922,0.02815458021665873,0,0,0,0,0,0,0,0,"[1.3893704414367676,0.07955858111381531,-0.5716955065727234,0.1391819268465042,-0.20374569296836853,-0.3314673602581024,-0.1276204138994217,-0.07602706551551819]","[0.7860692143440247,0.057451970875263214,-0.14163850247859955,-0.11836551129817963,-0.11566495895385742,-0.2928093373775482,-0.008828901685774326,-0.027126513421535492]","[2.922152519226074,0.26167207956314087,0.4204291105270386,1.7963049411773682,0.3184242844581604,-0.002075349446386099,0.303592711687088,0.36287084221839905]","[-1.6980226635932922,-0.16990591678768396,-1.0112237930297852,-1.4306069016456604,-0.38575029373168945,-0.33516013622283936,-0.33270231634378433,-0.3210035562515259]","[0.02815458021665873,0.002968931975039212,-0.36904053176802243,0.21816176999556391,-0.11797146562055691,-0.12386548519134521,-0.11977933705049126,-0.014388347926892732]","[0.6257660984992981,-0.007814274169504642,-0.4959750771522522,0.39186233282089233,-0.302751362323761,-0.46163615584373474,-0.12062966823577881,0.041623782366514206]","[0.6344758868217468,-0.007923037745058537,-0.5028783679008484,0.39731651544570923,-0.3069652318954468,-0.4680614769458771,-0.12230866402387619,0.04220312833786011]","[0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,0.0]"
local_rerun_traceable,7,6811,horse,horse,"[""horse"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,2,2,2,2,1,"[0,0,1,0,0,0,0,0]",1.4023021459579468,19,18,0,0.0,0,0,0.5966494679450989,0.8730353713035583,0.5555555820465088,1.4527677297592163,1.4696848392486572,0.5966494679450989,1.629886383288785,0.5555555820465088,1.4527677297592163,1.4696848392486572,0.5966494679450989,1.629886383288785,0.5555555820465088,1.4527677297592163,1.4696848392486572,0.5966494679450989,1.629886383288785,0.5555555820465088,1.4527677297592163,1.4696848392486572,0.5966494679450989,1.629886383288785,1,1,0,0,0,0,0,0,"[0.10756862908601761,0.22412116825580597,1.4023021459579468,-1.7463476657867432,0.014572720043361187,-0.47445663809776306,-0.17885243892669678,0.02409881167113781]","[0.09528206288814545,0.0789559856057167,-0.6077892184257507,-1.231523871421814,-0.007479633204638958,-0.4187107980251312,-0.20277422666549683,-0.24301448464393616]","[0.3188250958919525,0.4508538842201233,0.6824027895927429,0.47714853286743164,0.41985756158828735,-0.20494499802589417,-0.025094840675592422,0.10615558922290802]","[-0.2109173908829689,-0.1786835938692093,0.5966494679450989,-2.086807429790497,-0.3991551250219345,-0.2778668627142906,-0.1708638733252883,-0.12406304478645325]","[0.00995375649807484,0.14394491852114075,1.629886383288785,-0.5630827513768485,0.003969072070168819,-0.045951571511594846,0.0005257739930560612,0.21587235843272584]","[0.10953938961029053,0.20580625534057617,1.4527677297592163,-1.0943074226379395,-0.03885709494352341,-0.382715106010437,-0.15999236702919006,-0.06459982693195343]","[0.11081495136022568,0.20820282399654388,1.4696848392486572,-1.1070504188537598,-0.03930957615375519,-0.38717174530029297,-0.16185544431209564,-0.06535207480192184]","[0.0,0.0,0.5555555820465088,0.4000000059604645,0.0,0.0,0.0,0.75]"
local_rerun_traceable,8,3217,car,car,"[""car"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,6,6,6,6,1,"[0,0,0,0,0,0,1,0]",0.5913001894950867,19,18,4,1.0,1,1,-0.3758360743522644,0.8823342323303223,1.0,0.499545156955719,0.5064981579780579,-0.3758360743522644,0.10963542877059235,1.0,0.499545156955719,0.5064981579780579,-0.3758360743522644,0.10963542877059235,1.0,0.499545156955719,0.5064981579780579,-0.3758360743522644,0.10963542877059235,1.0,0.499545156955719,0.5064981579780579,-0.3758360743522644,0.10963542877059235,1,1,1,0,1,0,0,0,"[0.32024815678596497,-0.19998431205749512,-0.498563289642334,-0.0005765818641521037,-0.14201107621192932,-0.8938404321670532,0.5913001894950867,0.2720547914505005]","[0.3355890214443207,-0.5324891805648804,-0.19499260187149048,-0.4661896228790283,-0.2358916699886322,-0.6216446757316589,0.48524418473243713,0.14414849877357483]","[0.7745749950408936,0.7355179190635681,0.2912198603153229,0.3583186864852905,0.4956325888633728,-0.07727392762899399,1.1452562808990479,0.32021990418434143]","[-0.382804200053215,-0.752480536699295,-0.57829849421978,-0.3487475663423538,-0.4923078394494951,-0.9044060707092285,-0.3758360743522644,0.0007003545761108398]","[-0.14089844650343847,0.19063361381229604,-0.19829608009834038,0.2682458254459657,0.224728757883177,-0.026979636989141742,0.10963542877059235,0.11625671324471018]","[0.14190131425857544,-0.3825853765010834,-0.37151747941970825,-0.0882083922624588,-0.006023930385708809,-0.42527008056640625,0.499545156955719,0.24552904069423676]","[0.14387638866901398,-0.3879104256629944,-0.37668848037719727,-0.0894361287355423,-0.006107775028795004,-0.43118923902511597,0.5064981579780579,0.24894645810127258]","[0.0,1.0,0.27272728085517883,0.875,0.5,0.0,1.0,0.0]"
local_rerun_traceable,9,2239,person,person,"[""bicycle"", ""person""]","[""aeroplane"", ""bicycle"", ""bird"", ""boat"", ""bottle"", ""bus"", ""car"", ""cat"", ""chair"", ""cow"", ""diningtable"", ""dog"", ""horse"", ""motorbike"", ""person"", ""pottedplant"", ""sheep"", ""sofa"", ""train"", ""tvmonitor""]",20,3,3,4,3,2,"[0,0,0,1,1,0,0,0]",0.46406131982803345,19,18,7,1.0,1,1,-0.2720424234867096,0.6442787647247314,0.0,0.36600619554519653,0.37223634123802185,-0.2720424234867096,0.04883619765505981,0.0,0.36600619554519653,0.37223634123802185,-0.2720424234867096,0.04883619765505981,0.8571428656578064,0.2777186334133148,0.2824459373950958,-0.6737072765827179,0.27354987050210566,0.0,0.36600619554519653,0.37223634123802185,-0.2720424234867096,0.04883619765505981,0,0,0,0,0,0,0,0,"[-0.6154913902282715,0.0787123516201973,-1.1601771116256714,0.46406131982803345,0.44490233063697815,-0.8108762502670288,-0.1259835958480835,0.37513965368270874]","[-0.4445486068725586,-0.5514820218086243,-0.8882219195365906,0.24520257115364075,-0.3207325339317322,-0.7407684922218323,-0.0029233614914119244,0.17004263401031494]","[-0.20418399572372437,0.3355785310268402,-0.45977717638015747,0.5154316425323486,0.5521271824836731,0.30792155861854553,0.5060613751411438,0.808739185333252]","[-0.16246095299720764,-0.30566673539578915,-0.36623209714889526,-0.2720424234867096,-0.6737072765827179,-0.404214471578598,-0.5637460649013519,-0.40333549678325653]","[-0.015485823154449463,0.5512911464626852,0.06263210271534159,0.04883619765505981,0.27354987050210566,0.21353742793986674,-0.08981776413948912,0.0603707831745085]","[-0.543319046497345,-0.029538026079535484,-0.941072404384613,0.36600619554519653,0.2777186334133148,-0.5750895142555237,-0.2088949978351593,0.13116678595542908]","[-0.5525673627853394,-0.030040821060538292,-0.9570912718772888,0.37223634123802185,0.2824459373950958,-0.58487868309021,-0.2124508023262024,0.13339950144290924]","[0.0,1.0,0.1818181872367859,0.0,0.8571428656578064,0.0,0.5,0.3333333432674408]"
