sample_index,image_id,path,target_id,target_name,annotated_category_ids,cci_region,cci_bbox_precision,cci_target_drop_raw,cci_target_drop_norm,cci_margin_norm,cci_pmean_norm,feasible_set_size
0,006915,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/006915.jpg,dog,dog,"[""dog"",""bicycle"",""person""]",2,0.4399999976158142,1.2259477376937866,1.248216986656189,-0.8755017518997192,-0.016981124877929688,1
1,000364,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/000364.jpg,motorbike,motorbike,"[""motorbike"",""person""]",0,0.6666666865348816,0.4321143329143524,0.4395516514778137,-0.027202218770980835,0.32855573296546936,1
2,008846,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/008846.jpg,cat,cat,"[""cat"",""pottedplant""]",0,0.9473684430122375,1.8867708444595337,1.9224603176116943,2.437119960784912,4.290427207946777,1
3,004964,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/004964.jpg,sofa,sofa,"[""sofa"",""chair"",""person""]",1,0.8611111044883728,3.214536190032959,3.273242712020874,2.365015745162964,3.6142361164093018,1
4,002631,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/002631.jpg,person,person,"[""person"",""bicycle""]",4,1.0,0.6657342314720154,0.6783469319343567,-0.45701533555984497,0.5150209069252014,1
5,004225,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/004225.jpg,boat,boat,"[""boat"",""person""]",5,1.0,0.471067875623703,0.48010748624801636,0.3381339907646179,1.524034023284912,1
6,003701,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/003701.jpg,car,car,"[""car"",""person""]",7,0.8888888955116272,0.6788252592086792,0.6901984214782715,0.10056591033935547,0.5033313632011414,1
7,006811,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/006811.jpg,horse,horse,"[""horse"",""person""]",2,0.9615384340286255,0.7972328662872314,0.8096151947975159,0.058661043643951416,0.5674278140068054,1
8,003217,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/003217.jpg,car,car,"[""car"",""person""]",5,1.0,0.53802490234375,0.5470390915870667,0.2801273465156555,0.688330888748169,1
9,002239,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/002239.jpg,person,person,"[""person"",""bicycle""]",5,0.1785714328289032,0.22610537707805634,0.2303890734910965,-0.4029616713523865,0.2612716555595398,1
10,008563,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/008563.jpg,chair,chair,"[""chair"",""tvmonitor""]",3,0.25641027092933655,2.168333053588867,2.205050230026245,-0.4918854236602783,1.710249900817871,1
11,005844,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/005844.jpg,diningtable,diningtable,"[""diningtable"",""chair""]",4,0.18518517911434174,0.7548280358314514,0.7651874423027039,-0.16067612171173096,0.6096653342247009,1
12,004721,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/004721.jpg,person,person,"[""person"",""bottle""]",4,0.36000001430511475,-0.12571579217910767,-0.1280975490808487,-2.413980007171631,-0.24021503329277039,2
13,004243,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/004243.jpg,motorbike,motorbike,"[""motorbike"",""person""]",2,0.9599999785423279,3.7959797382354736,3.861314296722412,1.6296908855438232,5.560893535614014,1
14,002728,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/002728.jpg,person,person,"[""person"",""train""]",4,0.5128205418586731,0.4518827199935913,0.4604438841342926,-0.6461474895477295,0.12854629755020142,1
15,002062,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/002062.jpg,tvmonitor,tvmonitor,"[""tvmonitor"",""person""]",3,1.0,1.0517630577087402,1.077337622642517,-0.8167270421981812,0.2998237609863281,1
16,006481,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/006481.jpg,car,car,"[""car"",""person""]",0,0.8461538553237915,0.3828754127025604,0.3892901837825775,-0.12566736340522766,0.1681300550699234,1
17,006771,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/006771.jpg,diningtable,diningtable,"[""diningtable"",""person"",""tvmonitor""]",2,0.44736841320991516,1.165629267692566,1.181626558303833,0.08667945861816406,0.4943615794181824,1
18,008039,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/008039.jpg,pottedplant,pottedplant,"[""pottedplant"",""chair"",""person""]",4,0.4583333432674408,1.111533284187317,1.1320078372955322,0.40779346227645874,1.4221765995025635,1
19,003893,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/003893.jpg,car,car,"[""car"",""person""]",1,0.375,0.07181786000728607,0.07302111387252808,-0.22391510009765625,0.02142488583922386,1
20,007689,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/007689.jpg,person,person,"[""person"",""dog""]",6,0.9642857313156128,0.6242932081222534,0.6361207962036133,-0.417197585105896,0.11486601829528809,1
21,006984,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/006984.jpg,chair,chair,"[""chair"",""tvmonitor""]",5,0.7272727489471436,0.9027532339096069,0.9180399179458618,0.4504779279232025,0.7107430100440979,1
22,009231,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/009231.jpg,horse,horse,"[""horse"",""person""]",6,0.6190476417541504,0.38551217317581177,0.391499787569046,-0.9551280736923218,-0.1712069809436798,2
23,004650,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/voc2007/VOCdevkit/VOC2007/JPEGImages/004650.jpg,motorbike,motorbike,"[""motorbike"",""car"",""person""]",5,0.5882353186607361,1.3404024839401245,1.363472819328308,-0.24655842781066895,0.08400428295135498,1
