sample_index,image_id,path,target_id,target_name,annotated_category_ids,cci_region,cci_bbox_precision,cci_target_drop_raw,cci_target_drop_norm,cci_margin_norm,cci_pmean_norm,feasible_set_size
0,490567,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000490567.jpg,70,toilet,"[70,81]",1,0.1666666716337204,0.3718051612377167,0.3765946924686432,-0.27775469422340393,0.23394636809825897,1
1,283217,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000283217.jpg,1,person,"[1,9,28]",4,0.20000000298023224,0.20285899937152863,0.20631206035614014,-0.8186107873916626,0.2546157240867615,1
2,497801,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000497801.jpg,1,person,"[1,27,42]",6,0.0,0.3524131774902344,0.358411967754364,-0.25539320707321167,0.11778038740158081,1
3,323925,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000323925.jpg,88,teddy bear,"[88,56,57]",6,1.0,3.166701078414917,3.2053730487823486,0.911055326461792,2.615058422088623,1
4,387990,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000387990.jpg,65,bed,"[65,84,86]",0,0.0,0.4536500871181488,0.46052977442741394,-0.3069159686565399,0.3612430691719055,1
5,134940,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000134940.jpg,38,kite,"[38,1]",4,1.0,2.7643303871154785,2.8171093463897705,0.8360525369644165,2.855390787124634,1
6,54337,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000054337.jpg,67,dining table,"[67,1,44,46,62,77]",4,0.3333333432674408,0.254688560962677,0.25835317373275757,-0.31745409965515137,0.24766145646572113,1
7,80145,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000080145.jpg,1,person,"[1,35]",1,0.0,0.9430480003356934,0.9591005444526672,-0.6665233969688416,-0.12804752588272095,1
8,425390,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000425390.jpg,17,cat,"[17,73]",4,1.0,0.5558151602745056,0.5643612146377563,-1.0583741664886475,0.1670052409172058,1
9,520871,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000520871.jpg,67,dining table,"[67,44,47,48,59]",3,0.4000000059604645,0.2325018346309662,0.23584720492362976,-0.8328148126602173,0.16058236360549927,1
