status,dataset_model,method,n_images,screen_definition,failure_definition,screen_pass_count,failure_count,joint_failure_count,screen_pass_rate,screen_pass_ci_low,screen_pass_ci_high,failure_rate,failure_ci_low,failure_ci_high,joint_failure_rate,joint_failure_ci_low,joint_failure_ci_high,failure_given_screen_pass,conditional_ci_low,conditional_ci_high,bootstrap_count,bootstrap_base_seed,screen_pass_bootstrap_seed,failure_bootstrap_seed,joint_failure_bootstrap_seed,conditional_bootstrap_seed,bootstrap_interval,bootstrap_unit,screen_valid_images,failure_valid_images,joint_valid_images,conditional_ratio_valid_images
local_rerun_traceable,coco_openai_b16,cci,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17726,20514,11410,0.6397430345026707,0.634148079976902,0.6454453587411578,0.7403637938501516,0.7351306481882489,0.7453803955536307,0.4117944276021366,0.40594774072470047,0.4174967518406236,0.6436872390838316,0.6366706517344248,0.6506261616782975,10000,4091,4092,4093,4094,4095,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b16,wf,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17739,20472,11396,0.6402122130792551,0.6345820701602425,0.6457701746787932,0.7388479861411866,0.7336148404792839,0.7439367691641403,0.4112891583658149,0.4054415692218854,0.416991482604302,0.6424262923501889,0.6353560992149875,0.6494130732029636,10000,4009,4010,4011,4012,4013,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b16,mean,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17894,20491,11558,0.6458062653385304,0.6402483037389923,0.6512929478850873,0.7395337086761946,0.7344088349935037,0.7446224916991483,0.41713584524325104,0.4113974303450267,0.42291125306770605,0.6459148317871912,0.6389012671512989,0.6527988988151305,10000,4205,4206,4207,4208,4209,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b16,max_0_1,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17737,20472,11395,0.6401400317597805,0.6344368052548001,0.6457340840190559,0.7388479861411866,0.7336509311390212,0.7438284971849285,0.41125306770607767,0.40540638082864155,0.41713674750974444,0.6424423521452332,0.6354442041321645,0.6493200047730716,10000,4401,4402,4403,4404,4405,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b32,cci,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17848,20479,11562,0.6441460949906165,0.6385881333910783,0.6498484192291035,0.7391006207593475,0.7338313844377076,0.7442615851017756,0.4172802078822001,0.41161397430345026,0.4231268947596362,0.6478036754818467,0.6408162297339002,0.654745321352967,10000,4089,4090,4091,4092,4093,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b32,wf,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17868,20435,11546,0.6448679081853617,0.6392738559260863,0.6504619604446369,0.7375126317309081,0.7323155767287426,0.742637505413599,0.41670275732640394,0.41081997978923057,0.42255034647033346,0.6461831206626372,0.6392572364821086,0.6532850798191562,10000,4007,4008,4009,4010,4011,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b32,mean,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17987,20459,11682,0.6491626966940955,0.6433160098166595,0.6547567489533709,0.7383788075646023,0.7332900245416486,0.7435397719070305,0.4216110870506713,0.416017034791396,0.42742168326837016,0.6494690609884917,0.6424817713997284,0.656272744986779,10000,4203,4204,4205,4206,4207,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,coco_openai_b32,max_0_1,27708,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,17874,20436,11553,0.6450844521437852,0.6393821279052981,0.6506424137433232,0.7375487223906453,0.7323516673884799,0.7427457773928108,0.41695539194456477,0.41107261440739135,0.42276598816226363,0.6463578382007386,0.6393976772124603,0.6533374719823062,10000,4399,4400,4401,4402,4403,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,27708,27708,27708,27708
local_rerun_traceable,voc2007_openai_b16,cci,1943,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,1209,1131,511,0.6222336592897582,0.6011322696860525,0.6433350488934637,0.582089552238806,0.5599588265568708,0.6042202779207411,0.26299536798764794,0.24343798250128668,0.28255275347400927,0.4226633581472291,0.39473684210526316,0.4503258677222426,10000,4200,4201,4202,4203,4204,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,1943,1943,1943,1943
local_rerun_traceable,voc2007_openai_b16,wf,1943,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,1210,1120,503,0.6227483273288729,0.6011322696860525,0.6438497169325785,0.5764282038085435,0.5542974781266083,0.5985589294904786,0.2588780236747298,0.24034997426659804,0.2784354091610911,0.41570247933884297,0.3880462093877997,0.4435418359057677,10000,4118,4119,4120,4121,4122,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,1943,1943,1943,1943
local_rerun_traceable,voc2007_openai_b16,mean,1943,bbox_precision >= 0.5 AND normalized foil-mean margin > 0,normalized aggregate worst-foil margin < 0,1220,1122,515,0.6278950077200206,0.6057642820380854,0.6489963973237262,0.5774575398867731,0.5558414822439527,0.5990735975295934,0.26505404014410705,0.24601132269686052,0.2846114256304684,0.42213114754098363,0.39460740441761427,0.4493470547214702,10000,4314,4315,4316,4317,4318,percentile_2.5_97.5,image; conditional numerator and denominator jointly resampled,1943,1943,1943,1943
